Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1952,Dec,Morning,Douglas C-124A Globemaster,Military - U.S. Air Force,"Moses Lake, Washington",Watery,North America,United States,Gulf,"Moses Lake,",Washington,Weather,Snow,No,Take,115,0,87,Partial Survived,47.1301417,-119.278077,
1952,Dec,Unknown,Curtiss C-46D,Rutas AÃƒÂ©reas Nacionales SA," Miami, Florida",Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,3,0,3,None Survived,25.7741728,-80.19362,
1952,Dec,Unknown,Douglas DC-3,Avensa," Caracas, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,3,Partial Survived,10.5060934,-66.9146008,
1952,Dec,Unknown,Douglas DC-3,Iran Air,"Tehran, Iran",Land,Asia,Iran,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,29,0,27,Partial Survived,35.6892523,51.3896004,
1952,Dec,Unknown,Douglas DC-3,Philippine Air Lines,"Chinmen Island, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,10,0,2,Partial Survived,23.9739374,120.9820179,Matched: Taiwan
1953,Jan,Evening,Vickers Viking 610-1B,British European Airways,"Belfast, Northern Ireland",Land,Europe,Northern Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,35,0,27,Partial Survived,54.5975804,-5.9277097,
1970,Feb,Unknown,Cessna 402,Avia-Taxi,"Pin-la-Garenne, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,48.4413217,0.5464673,
1953,Jan,Night,Curtiss C-46,Associated Air Transport,"Fish Haven, Idaho",Land,North America,United States,Unknown,Unknown,Idaho,Unknown,Unknown,No,En Route,40,0,40,None Survived,42.0368759,-111.3963177,
1953,Jan,Night,Vickers Valetta Mk1 / Avero Lancaster,Military -Royal Air Force,"25 nm  Agrigento, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived,42.6384261,12.674297,Matched: Italy
1953,Jan,Unknown,Douglas DC-3,Linee Aeree Italiane,"Sinnai, Sardinia, Italy",Land,Europe,Italy,Unknown,Unknown,Sardinia,Unknown,Unknown,No,Unknown,19,0,19,None Survived,39.3042403,9.2035381,
1953,Feb,Morning,Avro 685 York 1,Lancashire Aircraft Corporation (Skyways)," Newfoundland, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,39,0,39,None Survived,49.1211912,-56.6403246,
1953,Feb,Unknown,Douglas DC-3,Air Outremer,"Muong Sai, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived,14.1018569,105.783609,
1953,Feb,Unknown,Douglas DC-4,Autrex,"Eysines, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,20,0,5,Partial Survived,44.8854667,-0.6486943,
1953,Feb,Evening,Curtiss-Wright C-46,Military - Egyptian Air Force,"Cairo, Egypt",Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,35,0,30,Partial Survived,30.0443879,31.2357257,
1953,Feb,Evening,Douglas DC-6,National Airlines," Mobile, Alabama",Land,North America,United States,Unknown,Unknown,Alabama,Unknown,Unknown,No,Unknown,46,0,46,None Survived,30.6913462,-88.0437509,
1953,Mar,Night,de Havilland DH106 Comet 1A,Canadian PacifiAir Lines,"Karachi, Pakistan",Land,Asia,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,11,0,11,None Survived,24.8546842,67.0207055,
1953,Mar,Unknown,Curtiss C-46F,Slick Airways,"Windsor Locks, Connecticut",Land,North America,United States,Unknown,Unknown,Connecticut,Weather,Rain,No,Landing,2,0,2,None Survived,41.9312103,-72.6313849,
1953,Mar,Unknown,Convair CV-240-7,Orient Airways,"Kalasahar, India",Land,Asia,India,Unknown,Unknown,Unknown,Weather,Unknown,No,En Route,16,0,16,None Survived,22.3511148,78.6677428,Matched: India
1953,Mar,Unknown,Douglas DC-3,Aigle Azur," Da Nang, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,8,0,8,None Survived,16.068,108.212,
1953,Mar,Night,Convair RB-36H,Military - U.S. Air Force,"Random Island, Newfoundland",Land,Unknown,Unknown,Unknown,Unknown,Newfoundland,Unknown,Unknown,No,Unknown,23,0,23,None Survived,48.1446647,-53.7304247,
1953,Mar,Evening,Douglas DC-4  (C-54-10-DO),Transocean Air Lines,"Alvarado, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,35,0,35,None Survived,32.7772993,-117.0570009,
1953,Mar,Unknown,de Havilland DH-114 Heron 1B,Transportes AÃƒÂ©reos Salvador,"Itapebi, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,14,0,14,None Survived,-15.9693064,-39.5316476,
1953,Mar,Unknown,Vickers 616 Viking 1B,Central African Airways,"Mountainara, Tanganyika",Land,Unknown,Unknown,Unknown,Unknown,Tanganyika,Unknown,Unknown,No,Unknown,13,0,13,None Survived,-6.7105797,27.9879861,Matched: Tanganyika
1953,Apr,Unknown,Lockheed 18-56 LodeStar,Caribbean International Airways," Kingston, Jamaica",Land,North America,Jamaica,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Take,13,0,13,None Survived,17.9712148,-76.7928128,
1953,Apr,Unknown,Junkers JU-5/-3m,Air France,"Miandivazo, Madagascar",Land,Africa,Madagascar,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,-18.9249604,46.4416422,Matched: Madagascar
1953,Apr,Unknown,Douglas C-47A,Airways," Guwahati, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,26.1805978,91.753943,
1953,Apr,Night,Douglas DC-3 (C-47-DL),Miami Airlines,"Selleck, Washington",Land,North America,United States,Unknown,Unknown,Washington,Mechanical,Unknown,No,Unknown,25,0,7,Partial Survived,47.3756578,-121.8684444,
1953,Apr,Unknown,Douglas DC-3,Aigle Azur,"Hanoi, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,30,0,30,None Survived,21.0283334,105.854041,
1953,Apr,Night,Douglas DC-6B,Western Airlines,"San Francisco Bay, California",Watery,North America,United States,Gulf,"Francisco Bay,",California,Unknown,Unknown,No,Unknown,10,0,8,Partial Survived,37.7140291,-122.3077942,
1953,May,Afternoon,de Havilland DH106 Comet 1,British seas Airways," Jalalogori, West Bengal, India",Land,Asia,India,Unknown,Unknown,West Bengal,Weather,Thunderstorm,No,Unknown,43,0,43,None Survived,22.9964948,87.6855882,Matched: West Bengal
1953,May,Unknown,Vickers Valetta T-3,Military - Royal Air Force," Hartland Point, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,51.0219574,-4.5256855,
1953,May,Night,Douglas DC-3,Air India,"New Delhi, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,18,0,18,None Survived,28.6430858,77.2192671,
1953,May,Unknown,Consolidated PBY-5A Catalina,Canadian PacifiAir Lines,"Prince Rupert, BC, Canada",Land,North America,Canada,Unknown,Unknown,BC,Unknown,Unknown,No,Unknown,19,0,2,Partial Survived,54.3126572,-130.32549,
1953,May,Afternoon,Douglas DC-3,Delta Air Lines," Marshall, Texas",Land,North America,United States,Unknown,Unknown,Texas,Weather,Thunderstorm,No,Landing,20,0,19,Partial Survived,32.5447756,-94.3661004,
1953,May,Afternoon,Convair CV-240-4,KLM Royal Dutch Airlines,"Amsterdam, Netherlands",Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,34,2,0,All Survived,52.3730796,4.8924534,
1953,Jun,Unknown,Lockheed 18 Loadstar,LAN," Copiapo, Chile",Land,South America,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived,-27.3664685,-70.3322753,
1953,Jun,Unknown,Douglas DC-3,LACSA,"San Ramon Mountainns., Costa Rica",Land,North America,Costa Rica,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,14,0,11,Partial Survived,10.2735633,-84.0739102,Matched: Costa Rica
1953,Jun,Unknown,Douglas DC-3,Aigle Azur,"Phou-Lassy, French Indo-China",Land,Unknown,Unknown,Unknown,Unknown,French Indo-China,External,Unknown,No,Unknown,34,0,34,None Survived,,,Not found
1953,Jun,Unknown,Lockheed 049-46-21 Constellation,Panair do Brasil,"Sao Paulo, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,17,0,17,None Survived,-23.5506507,-46.6333824,
1953,Jun,Afternoon,Douglas C-124A Globemaster II,Military - U.S. Air Force,"Tachikawa AFB, Tokyo, Japan",Land,Asia,Japan,Unknown,Unknown,Tokyo,Mechanical,Unknown,No,Take,129,0,129,None Survived,35.6768601,139.7638947,Matched: Tokyo
1953,Jul,Morning,Douglas DC-6A,Transocean Air Lines,"Pacific Ocean, Wake Island",Watery,Unknown,Unknown,Ocean,"Pacific Ocean,",Unknown,Weather,Thunderstorm,No,En Route,58,0,58,None Survived,-0.703107,-120.9375,Matched: Pacific Ocean
1953,Jul,Night,Fairchild R4Q-2,Military - U.S. Navy," Milton, Florida",Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,46,0,44,Partial Survived,30.6324149,-87.0396881,
1953,Jul,Afternoon,Ilyushin IL-12,Aeroflot," Kanggye, North Korea",Land,Asia,North Korea,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,21,0,21,None Survived,40.9659004,126.5975399,
1955,Sep,Unknown,Avro 685 York C-1,Associated Airways,"Yellowknife, Northwest Territory, Canada",Land,North America,Canada,Unknown,Unknown,Northwest Territory,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,62.4540807,-114.377385,Matched: Yellowknife
1953,Aug,Night,Lockheed L- 749A Constellation,Air France," Fethiye Point, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,42,0,4,Partial Survived,36.7261942,29.0758093,Matched: Fethiye Point
1953,Aug,Night,Douglas DC-3,Orient Airways,"Sharjah, United Arab Emirates",Land,Asia,United Arab Emirates,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,25,0,1,Partial Survived,25.2311534,54.2190083,
1953,Aug,Unknown,Boeing B-34,Military - U.S. Air Force, Irish coast,Land,Unknown,Irish Coast,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,23,0,14,Partial Survived,54.2170963,-9.2159055,
1953,Aug,Unknown,Curtiss C-46A,Aerovias Contreras," San Diego, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,2,0,2,None Survived,32.7174202,-117.162772,
1953,Sep,Unknown,Lockheed 749A Constellation,Air France," Barcelonnette, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,42,0,42,None Survived,44.3862043,6.6513554,
1953,Sep,Evening,Douglas DC-3,Regina Cargo Airlines,"Vail, Washington",Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Unknown,21,0,21,None Survived,46.8451007,-122.6562348,
1953,Sep,Afternoon,Douglas C-47A,TACA,"San Andres, Honduras",Land,North America,Honduras,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,3,0,3,None Survived,14.2217534,-88.5507877,
1953,Sep,Unknown,Douglas C-47A,Transportes AÃƒÂ©reos Mexicanos,"Chablekal, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,2,0,1,Partial Survived,21.096039,-89.5769808,
1953,Sep,Morning,Convair CV-240-0,American Airlines,"Albany, New York",Land,North America,United States,Unknown,Unknown,New York,Weather,Fog,No,Landing,28,0,28,None Survived,42.6511674,-73.754968,
1953,Sep,Unknown,Douglas DC-3,Devlet Hava Yollari,"Ankara, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,21,0,5,Partial Survived,39.9207759,32.8540497,
1953,Sep,Afternoon,Curtiss C-46F-1-CU,Resort Airlines,"Louisville, Kentucky",Land,North America,United States,Unknown,Unknown,Kentucky,Unknown,Unknown,No,Unknown,41,0,25,Partial Survived,38.2542376,-85.759407,
1953,Oct,Unknown,Convair CV-240-12,Sabena,"Frankfurt, Germany",Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,44,0,44,None Survived,50.1106444,8.6820917,
1953,Oct,Unknown,Douglas C-47B,Compagnie Sila,"Lai Chau, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,2,Partial Survived,22.2921668,103.1798662,
1953,Oct,Afternoon,Douglas C-46A-CU ( DC-3),Aerovias Contreras," Monterrey, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,21,0,21,None Survived,25.6802019,-100.315258,
1953,Oct,Night,Lockheed 749A Constellation,Eastern Air Lines,"New York City, New York",Land,North America,United States,Unknown,Unknown,New York,Weather,Fog,No,Unknown,27,0,2,Partial Survived,40.7127281,-74.0060152,
1953,Oct,Morning,Douglas DC-6,British Commonwealth PacifiAirlines," Half Moon Bay, California",Watery,North America,United States,Gulf,"Moon Bay,",California,Weather,Fog,No,Landing,19,0,19,None Survived,37.4635519,-122.428586,
1953,Nov,Unknown,Douglas DC-3,Lloyd Aereo Boliviano,"Potosi, Bolivia",Land,South America,Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,28,0,28,None Survived,-19.5892896,-65.7534713,
1953,Nov,Evening,Avro Shackleton MR-2,Military - Royal Air Force," Argyll, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,50.9857639,-1.7219163,
1953,Dec,Unknown,Bristol 170 Freighter 21,Aviaco,"Mount Somosierra, Spain",Land,Europe,Spain,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,33,0,23,Partial Survived,41.133207,-3.581478,
1953,Dec,Unknown,Douglas DC-3,Indian Airlines,"Nagpur, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,14,0,13,Partial Survived,21.1498134,79.0820556,
1953,Dec,Unknown,Convair CV-240,Sabena,"Zurich, Switzerland",Land,Europe,Switzerland,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,44,0,1,Partial Survived,47.3744489,8.5410422,
1953,Dec,Unknown,Douglas DC-3,Syrian Airways,"Dah-el-Kadeeb, Syria",Land,Asia,Syria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,15,0,9,Partial Survived,34.8147886,38.4231781,Matched: Syria
1954,Jan,Unknown,Douglas DC-3,Ariana Afghan Airlines,"Herat, Afghanstan",Land,Unknown,Unknown,Unknown,Unknown,Afghanstan,Unknown,Unknown,No,Unknown,21,0,21,None Survived,34.3491443,62.2163252,
1954,Jan,Unknown,Douglas DC-3,Devlet Hava Yollari,"Lapseki, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,4,Partial Survived,40.3443674,26.6845975,
1954,Jan,Evening,Vickers Valetta,Military -Royal Air Force," Aldbury, England",Land,Europe,England,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,17,0,16,Partial Survived,51.8022069,-0.6015429,
1954,Jan,Morning,de Havilland DH106 Comet 1,British seas Airways," Elba, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,35,0,35,None Survived,42.7902379,10.3402239,
1954,Jan,Unknown,Douglas DC-3,AVIANCA,"Manizales, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,21,0,21,None Survived,5.0743694,-75.5081167,
1954,Jan,Unknown,F-88 Sabre Jet,Military - U.S. Air Force,"Long Beach, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,1,6,1,None Survived,33.7690164,-118.191604,
1954,Jan,Unknown,Douglas DC-6,Philippine Air Lines,"Rome, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,16,0,16,None Survived,41.8933203,12.4829321,
1954,Jan,Unknown,Douglas DC-3 (C-47A-DK),Ceskoslovenske Aerolinie,"Prague, Czechoslovakia",Land,Unknown,Unknown,Unknown,Unknown,Czechoslovakia,Unknown,Unknown,No,Take,15,0,15,None Survived,50.0596288,14.4464593,Matched: Prague
1954,Jan,Unknown,Douglas DC-3A,Zantop Air Transport,"Kansas City, Missouri",Land,North America,United States,Unknown,Unknown,Missouri,Unknown,Unknown,No,Landing,3,0,3,None Survived,39.100105,-94.5781416,
1954,Feb,Afternoon,Curtiss-Wright C46D-CU,Military - U.S. Air Force," Hokkaido, Japan",Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,35,0,35,None Survived,43.4519831,142.8197834,
1954,Feb,Unknown,Douglas C-47,Military - U.S. Air Force,"Susitna Valley, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,16,0,10,Partial Survived,62.131904,-150.0465517,
1954,Feb,Unknown,Avro Shackleton MR-2,Military - Royal Air Force," Gozo, Malta",Land,Europe,Malta,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,36.0467778,14.2582565,
1954,Feb,Unknown,Douglas DC-3,Indian Airlines,"New Delhi, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,28.6430858,77.2192671,
1954,Feb,Morning,Convair CV-240,Western Airlines,"Wright, Wyoming",Land,North America,United States,Unknown,Unknown,Wyoming,Weather,Unknown,No,Unknown,9,0,9,None Survived,43.751281,-105.484825,
1954,Mar,Afternoon,Douglas C-47A-DL,Military - U.S. Air Force," St. Etienne de Tinee, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Snow,No,En Route,20,0,20,None Survived,44.2564013,6.9249179,
1954,Mar,Unknown,Lockheed 749A-79-33 Constellation,British seas Airways,"Kallang Airport, Singapore",Land,Asia,Singapore,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,40,0,33,Partial Survived,1.307409,103.8735862,
1954,Mar,Unknown,Douglas C-47A,Queensland Airlines," Mackay, Australia",Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,2,0,2,None Survived,-21.141956,149.1865149,
1954,Mar,Night,Fairchild C-110F,Military - U.S. Air Force," Lothian, Maryland",Land,North America,United States,Unknown,Unknown,Maryland,Unknown,Clear,No,Unknown,18,0,18,None Survived,38.8297276,-76.6159457,
1954,Mar,Unknown,Douglas DC-3,Aeronaves de Mexico,"Monterrey, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived,25.6802019,-100.315258,
1954,Apr,Unknown,Douglas DC-3,Devlet Hava Yollari,"Adana, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,25,0,25,None Survived,36.9863599,35.3252861,
1954,Apr,Unknown,Douglas C-54A,Autrex,"Hanoi, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived,21.0283334,105.854041,
1954,Apr,Evening,de Havilland DH106 Comet 1,British seas Airways," Stromboli, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,21,0,21,None Survived,38.7917963,15.2111752,
1954,Apr,Morning,Canadair C-4-1Argonaut / Harvard Mark II,Trans Canada Air Lines / RCAF,"Moose Jaw, SK, Canada",Land,North America,Canada,Unknown,Unknown,SK,External,Unknown,No,Unknown,36,1,36,None Survived,50.401515,-105.542908,
1954,Apr,Unknown,Douglas DC-3,LAN,"Santiago, Chile",Land,South America,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,16,0,16,None Survived,-33.4377756,-70.6504502,
1954,Apr,Unknown,Lockheed 18 Lodestar,Societe Indochinoise de Raviteillement,"Xieng Kouang, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,23,0,16,Partial Survived,20.0171109,103.378253,Matched: Laos
1954,Apr,Night,Douglas DC-3,Aerolineas Argentinas,"Sierra del Vilgo, Argentina",Land,South America,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,25,0,25,None Survived,-34.9964963,-64.9672817,Matched: Argentina
1954,Apr,Morning,Douglas C-47A-30-DK,Darbhanga Aviation," Calcutta, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,11,0,5,Partial Survived,22.5726459,88.3638953,
1954,May,Morning,Douglas DC-3,New Zealand National Airways,"Paraparaumu, New Zealand",Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,3,Partial Survived,-40.9144636,175.0061963,
1954,May,Unknown,Douglas DC-3,Transportes Aereos Nacionales,"Cipo Mountain, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,19,0,19,None Survived,-10.3333333,-53.2,Matched: Brazil
1954,Jun,Unknown,Douglas C-47A,Sabena," Maribor, Slovenia",Land,Europe,Slovenia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,1,Partial Survived,46.5576439,15.6455854,
1954,Jun,Unknown,Curtiss C-46A,Varig,"Sao Paulo, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,3,0,3,None Survived,-23.5506507,-46.6333824,
1954,Jun,Unknown,Douglas C-47-DL,Soc. de Tr. AÃƒÂ©riens d'ExtrÃƒÂªme Orient,"Tourane, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,16.068,108.212,
1954,Jun,Unknown,Convair CV-240-4,Swissair," Folkestone, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,3,Partial Survived,51.0791335,1.1794073,
1954,Jul,Afternoon,Lockheed C-28,Military - Brazilian Air Force," Salvador, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Landing,20,0,20,None Survived,-12.9822499,-38.4812772,
1954,Jul,Morning,Douglas DC-4,Cathay PacifiAirways," Hainan Island, China",Land,Asia,China,Unknown,Unknown,Unknown,External,Unknown,Yes,Unknown,18,0,10,Partial Survived,19.1602864,109.6288914,
1954,Aug,Afternoon,Douglas DC-2,Alaska Airlines," McGrath, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,2,0,2,None Survived,62.9563889,-155.595833,
1954,Aug,Night,Lockheed 749A-79 Constellation,AVIANCA,"Terceira Island, Azores, Portugal",Land,Europe,Portugal,Unknown,Unknown,Azores,Human Error,Unknown,No,Take,30,0,30,None Survived,38.7211653,-27.217638,
1954,Aug,Unknown,Douglas DC-3,Autrex,Vietnam,Land,Asia,Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,3,0,3,None Survived,15.9266657,107.9650855,
1954,Aug,Unknown,Bristol 170 Freighter 21E,Air Vietnam (South Vietnam)," Pakse, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Landing,55,0,47,Partial Survived,15.1154053,105.8271566,
1954,Aug,Evening,Douglas DC-3,Braniff Airlines," Mason City, Iowa",Land,North America,United States,Unknown,Unknown,Iowa,Weather,Rain,No,Unknown,19,0,12,Partial Survived,43.1524574,-93.2017941,
1954,Aug,Morning,Douglas DC-6B,KLM Royal Dutch Airlines," Dutch Coast, North Sea",Watery,Europe,Unknown,Sea,North Sea,Unknown,Weather,Rain,No,Unknown,21,0,21,None Survived,53.8946858,-166.540795,Matched: Dutch Coast
1958,May,Unknown,Douglas C-47A,British European Airways,"Chatenoy, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,3,0,3,None Survived,48.2329542,2.626251,
1954,Aug,Night,Convair RB-36H,Military - U.S. Air Force," Rapid City, South Dekota",Land,Unknown,Unknown,Unknown,Unknown,South Dekota,Unknown,Unknown,No,Landing,27,0,26,Partial Survived,44.0806041,-103.228023,Matched: Rapid City
1954,Sep,Night,Lockheed 1049C-55-81 S Constellation,KLM Royal Dutch Airlines,"Foynes, Ireland",Land,Europe,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,56,0,28,Partial Survived,52.6111406,-9.1109507,
1954,Sep,Evening,Douglas DC-3,Cruzeiro," Rio de Janeiro, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,30,0,6,Partial Survived,-22.9110137,-43.2093727,
1954,Sep,Unknown,Vickers 634 Viking,Misrair,"Cairo, Egypt",Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,3,Partial Survived,30.0443879,31.2357257,
1954,Oct,Evening,Douglas C-47A-DL,Military - U.S. Air Force,"Nar Limone Piemonte, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Clear,No,En Route,21,0,21,None Survived,42.6384261,12.674297,Matched: Italy
1954,Oct,Unknown,Lockheed R7V-1,Military - U.S. Navy," Ocean City, Maryland",Watery,Unknown,Unknown,Ocean, Ocean,Unknown,Unknown,Unknown,No,Unknown,42,0,42,None Survived,38.3348728,-75.0847659,
1954,Oct,Night,Lockheed R-7V1,Military - U. S. Navy, the coast of Maryland,Land,Unknown,The Coast Of Maryland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,42,0,42,None Survived,,,Not found
